zip,city,state,country,timezone,latitude,longitude
38019,Covington,TN,"United States",America/Chicago,35.560622,-89.64201
38021,"Crockett Mills",TN,"United States",America/Chicago,35.875396,-89.16485
38023,Drummonds,TN,"United States",America/Chicago,35.489296,-89.94754
38024,Dyersburg,TN,"United States",America/Chicago,36.038042,-89.38613
38025,Dyersburg,TN,"United States",America/Chicago,36.046851,-89.443779
38027,Collierville,TN,"United States",America/Chicago,35.201738,-89.971538
38028,Eads,TN,"United States",America/Chicago,35.203968,-89.62203
38029,Ellendale,TN,"United States",America/Chicago,35.201738,-89.971538
38030,Finley,TN,"United States",America/Chicago,35.980206,-89.60112
38034,Friendship,TN,"United States",America/Chicago,35.908286,-89.24555
38036,Gallaway,TN,"United States",America/Chicago,35.320487,-89.6215
38037,Gates,TN,"United States",America/Chicago,35.82036,-89.41497
38039,"Grand Junction",TN,"United States",America/Chicago,35.057728,-89.18599
38040,Halls,TN,"United States",America/Chicago,35.879497,-89.41989
38041,Henning,TN,"United States",America/Chicago,35.629555,-89.86945
38042,"Hickory Valley",TN,"United States",America/Chicago,35.149952,-89.1536
38044,Hornsby,TN,"United States",America/Chicago,35.211663,-88.80988
38045,Laconia,TN,"United States",America/Chicago,35.290428,-89.232185
38046,"La Grange",TN,"United States",America/Chicago,35.049339,-89.23476
38047,Lenox,TN,"United States",America/Chicago,36.063947,-89.62287
38048,Macon,TN,"United States",America/Chicago,35.15066,-89.481362
38049,Mason,TN,"United States",America/Chicago,35.391363,-89.53988
38050,"Maury City",TN,"United States",America/Chicago,35.815535,-89.22386
38052,Middleton,TN,"United States",America/Chicago,35.074302,-88.90845
38053,Millington,TN,"United States",America/Chicago,35.347965,-89.90668
38054,Millington,TN,"United States",America/Chicago,35.334132,-89.870636
38055,Millington,TN,"United States",America/Chicago,35.201738,-89.971538
38057,Moscow,TN,"United States",America/Chicago,35.055545,-89.37347
38058,Munford,TN,"United States",America/Chicago,35.451159,-89.80845
38059,Newbern,TN,"United States",America/Chicago,36.114872,-89.25419
38060,Oakland,TN,"United States",America/Chicago,35.214462,-89.5034
38061,Pocahontas,TN,"United States",America/Chicago,35.067152,-88.76534
38063,Ripley,TN,"United States",America/Chicago,35.637993,-89.86859
38066,Rossville,TN,"United States",America/Chicago,35.076213,-89.5329
38067,Saulsbury,TN,"United States",America/Chicago,35.090194,-89.02951
38068,Somerville,TN,"United States",America/Chicago,35.275036,-89.32907
38069,Stanton,TN,"United States",America/Chicago,35.459089,-89.35699
38070,Tigrett,TN,"United States",America/Chicago,35.942019,-89.243405
38071,Tipton,TN,"United States",America/Chicago,35.414319,-89.818781
38074,Bolivar,TN,"United States",America/Chicago,35.213371,-88.990028
38075,Whiteville,TN,"United States",America/Chicago,35.35001,-89.15508
38076,Williston,TN,"United States",America/Chicago,35.152913,-89.43406
38077,Wynnburg,TN,"United States",America/Chicago,36.344296,-89.522851
38079,Tiptonville,TN,"United States",America/Chicago,36.513386,-89.50472
38080,Ridgely,TN,"United States",America/Chicago,36.224429,-89.48641
38083,Millington,TN,"United States",America/Chicago,35.201738,-89.971538
38088,Cordova,TN,"United States",America/Chicago,35.201738,-89.971538
38101,Memphis,TN,"United States",America/Chicago,35.050667,-89.847782
38103,Memphis,TN,"United States",America/Chicago,35.146131,-90.0534
38104,Memphis,TN,"United States",America/Chicago,35.133825,-90.00463
38105,Memphis,TN,"United States",America/Chicago,35.15275,-90.0356
38106,Memphis,TN,"United States",America/Chicago,35.103019,-90.04017
38107,Memphis,TN,"United States",America/Chicago,35.167515,-90.02224
38108,Memphis,TN,"United States",America/Chicago,35.174165,-89.96028
38109,Memphis,TN,"United States",America/Chicago,35.050286,-90.07523
38110,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38111,Memphis,TN,"United States",America/Chicago,35.10935,-89.94363
38112,Memphis,TN,"United States",America/Chicago,35.148605,-89.97479
38113,Memphis,TN,"United States",America/Chicago,35.12738,-89.984484
38114,Memphis,TN,"United States",America/Chicago,35.101525,-89.98543
38115,Memphis,TN,"United States",America/Chicago,35.057311,-89.86291
38116,Memphis,TN,"United States",America/Chicago,35.03319,-90.01128
38117,Memphis,TN,"United States",America/Chicago,35.112929,-89.90389
38118,Memphis,TN,"United States",America/Chicago,35.048455,-89.92426
38119,Memphis,TN,"United States",America/Chicago,35.082936,-89.84892
38120,Memphis,TN,"United States",America/Chicago,35.124818,-89.86562
38122,Memphis,TN,"United States",America/Chicago,35.155589,-89.92315
38124,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38125,Memphis,TN,"United States",America/Chicago,35.035466,-89.80329
38126,Memphis,TN,"United States",America/Chicago,35.126469,-90.04359
38127,Memphis,TN,"United States",America/Chicago,35.223796,-90.00646
38128,Memphis,TN,"United States",America/Chicago,35.219882,-89.92588
38130,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38131,Memphis,TN,"United States",America/Chicago,35.063236,-89.99403
38132,Memphis,TN,"United States",America/Chicago,35.073545,-89.99788
38133,Memphis,TN,"United States",America/Chicago,35.208709,-89.80518
38134,Memphis,TN,"United States",America/Chicago,35.193046,-89.86559
38135,Memphis,TN,"United States",America/Chicago,35.232085,-89.85214
38136,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38137,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38138,Germantown,TN,"United States",America/Chicago,35.088885,-89.80677
38139,Germantown,TN,"United States",America/Chicago,35.087468,-89.7615
38140,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38141,Memphis,TN,"United States",America/Chicago,35.016803,-89.84701
38142,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38143,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38145,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38146,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38147,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38148,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38150,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38151,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38152,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38157,Memphis,TN,"United States",America/Chicago,35.114416,-89.89189
38159,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38161,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38163,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38165,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38166,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38167,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38168,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38173,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38174,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38175,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38177,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38181,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38182,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38183,Germantown,TN,"United States",America/Chicago,35.201738,-89.971538
38184,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38186,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38187,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38188,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38190,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38193,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38194,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38195,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38197,Memphis,TN,"United States",America/Chicago,35.201738,-89.971538
38201,Mckenzie,TN,"United States",America/Chicago,36.133065,-88.52246
38220,Atwood,TN,"United States",America/Chicago,35.98269,-88.66966
38221,"Big Sandy",TN,"United States",America/Chicago,36.254423,-88.04885
38222,Buchanan,TN,"United States",America/Chicago,36.458738,-88.14836
38223,Como,TN,"United States",America/Chicago,36.310995,-88.260367
38224,"Cottage Grove",TN,"United States",America/Chicago,36.395616,-88.49515
38225,Dresden,TN,"United States",America/Chicago,36.305305,-88.6869
38226,Dukedom,TN,"United States",America/Chicago,36.488409,-88.66672
38229,Gleason,TN,"United States",America/Chicago,36.223573,-88.60614
38230,Greenfield,TN,"United States",America/Chicago,36.154281,-88.76867
38231,Henry,TN,"United States",America/Chicago,36.210847,-88.42518
38232,Hornbeak,TN,"United States",America/Chicago,36.339084,-89.33228
38233,Kenton,TN,"United States",America/Chicago,36.201487,-89.03087
38235,Mclemoresville,TN,"United States",America/Chicago,35.992987,-88.57656
38236,Mansfield,TN,"United States",America/Chicago,36.167573,-88.26817
38237,Martin,TN,"United States",America/Chicago,36.353928,-88.84191
38238,Martin,TN,"United States",America/Chicago,36.282357,-88.738132
38240,Obion,TN,"United States",America/Chicago,36.253678,-89.25364
38241,Palmersville,TN,"United States",America/Chicago,36.427351,-88.59234
38242,Paris,TN,"United States",America/Chicago,36.300311,-88.32891
38251,Puryear,TN,"United States",America/Chicago,36.444446,-88.35903
38253,Rives,TN,"United States",America/Chicago,36.307957,-89.0377
38254,Samburg,TN,"United States",America/Chicago,36.379051,-89.353821
38255,Sharon,TN,"United States",America/Chicago,36.236377,-88.83586
38256,Springville,TN,"United States",America/Chicago,36.330953,-88.12309
38257,"South Fulton",TN,"United States",America/Chicago,36.483302,-88.87895
38258,Trezevant,TN,"United States",America/Chicago,36.016599,-88.61825
38259,Trimble,TN,"United States",America/Chicago,36.198652,-89.18203
38260,Troy,TN,"United States",America/Chicago,36.358158,-89.17888
38261,"Union City",TN,"United States",America/Chicago,36.426933,-89.0727
38271,"Woodland Mills",TN,"United States",America/Chicago,36.458295,-89.233227
38281,"Union City",TN,"United States",America/Chicago,36.354384,-89.149881
38301,Jackson,TN,"United States",America/Chicago,35.60758,-88.81959
38302,Jackson,TN,"United States",America/Chicago,35.612405,-88.841225
38303,Jackson,TN,"United States",America/Chicago,35.612405,-88.841225
38305,Jackson,TN,"United States",America/Chicago,35.693101,-88.80653
38308,Jackson,TN,"United States",America/Chicago,35.612405,-88.841225
38310,Adamsville,TN,"United States",America/Chicago,35.241412,-88.38425
38311,"Bath Springs",TN,"United States",America/Chicago,35.436584,-88.11912
38313,"Beech Bluff",TN,"United States",America/Chicago,35.601914,-88.62354
38314,Jackson,TN,"United States",America/Chicago,35.612405,-88.841225
38315,"Bethel Springs",TN,"United States",America/Chicago,35.260888,-88.64275
38316,Bradford,TN,"United States",America/Chicago,36.067294,-88.81209
38317,Bruceton,TN,"United States",America/Chicago,36.038551,-88.25144
38318,"Buena Vista",TN,"United States",America/Chicago,35.960377,-88.26959
38320,Camden,TN,"United States",America/Chicago,36.050286,-88.10137
38321,"Cedar Grove",TN,"United States",America/Chicago,35.844195,-88.5322
38324,Clarksburg,TN,"United States",America/Chicago,35.867454,-88.39343
38326,Counce,TN,"United States",America/Chicago,35.041335,-88.27379
38327,Crump,TN,"United States",America/Chicago,35.225753,-88.30456
38328,Darden,TN,"United States",America/Chicago,35.667861,-88.21648
38329,Decaturville,TN,"United States",America/Chicago,35.546839,-88.12345
38330,Dyer,TN,"United States",America/Chicago,36.073575,-89.01767
38331,Eaton,TN,"United States",America/Chicago,35.969336,-89.131915
38332,Enville,TN,"United States",America/Chicago,35.411713,-88.40388
38333,Eva,TN,"United States",America/Chicago,36.114049,-87.97808
38334,Finger,TN,"United States",America/Chicago,35.357639,-88.60089
38336,Fruitvale,TN,"United States",America/Chicago,35.748414,-89.032672
38337,Gadsden,TN,"United States",America/Chicago,35.794403,-89.01731
38338,Gibson,TN,"United States",America/Chicago,35.870849,-88.846372
38339,Guys,TN,"United States",America/Chicago,35.047877,-88.52289
38340,Henderson,TN,"United States",America/Chicago,35.414454,-88.66118
38341,Holladay,TN,"United States",America/Chicago,35.866499,-88.09896
38342,"Hollow Rock",TN,"United States",America/Chicago,36.075068,-88.28916
38343,Humboldt,TN,"United States",America/Chicago,35.825299,-88.90218
38344,Huntingdon,TN,"United States",America/Chicago,35.995802,-88.41385
38345,Huron,TN,"United States",America/Chicago,35.576402,-88.51041
38346,Idlewild,TN,"United States",America/Chicago,36.030588,-88.805599
38347,"Jacks Creek",TN,"United States",America/Chicago,35.462376,-88.50539
38348,Lavinia,TN,"United States",America/Chicago,35.867764,-88.63929
38351,Lexington,TN,"United States",America/Chicago,35.658409,-88.40535
38352,Luray,TN,"United States",America/Chicago,35.52953,-88.53275
38355,Medina,TN,"United States",America/Chicago,35.795399,-88.77185
38356,Medon,TN,"United States",America/Chicago,35.431381,-88.88248
38357,Michie,TN,"United States",America/Chicago,35.051008,-88.42611
38358,Milan,TN,"United States",America/Chicago,35.916722,-88.76628
38359,Milledgeville,TN,"United States",America/Chicago,35.37046,-88.36434
38361,"Morris Chapel",TN,"United States",America/Chicago,35.311586,-88.29757
38362,Oakfield,TN,"United States",America/Chicago,35.73006,-88.78683
38363,Parsons,TN,"United States",America/Chicago,35.66088,-88.1184
38365,"Pickwick Dam",TN,"United States",America/Chicago,35.038284,-88.225601
38366,Pinson,TN,"United States",America/Chicago,35.4832,-88.73125
38367,Ramer,TN,"United States",America/Chicago,35.062793,-88.60533
38368,Reagan,TN,"United States",America/Chicago,35.502859,-88.36148
38369,Rutherford,TN,"United States",America/Chicago,36.12836,-88.98134
38370,Saltillo,TN,"United States",America/Chicago,35.381331,-88.23261
38371,Sardis,TN,"United States",America/Chicago,35.432389,-88.30407
38372,Savannah,TN,"United States",America/Chicago,35.180947,-88.18946
38374,"Scotts Hill",TN,"United States",America/Chicago,35.522263,-88.24152
38375,Selmer,TN,"United States",America/Chicago,35.165045,-88.59327
38376,Shiloh,TN,"United States",America/Chicago,35.130384,-88.34742
38377,Silerton,TN,"United States",America/Chicago,35.35604,-88.826923
38378,"Spring Creek",TN,"United States",America/Chicago,35.764637,-88.685
38379,Stantonville,TN,"United States",America/Chicago,35.159237,-88.41878
38380,"Sugar Tree",TN,"United States",America/Chicago,35.77928,-88.02646
38381,Toone,TN,"United States",America/Chicago,35.35452,-88.95209
38382,Trenton,TN,"United States",America/Chicago,35.973431,-88.95035
38387,Westport,TN,"United States",America/Chicago,35.878702,-88.27401
38388,Wildersville,TN,"United States",America/Chicago,35.782093,-88.35061
38389,Yorkville,TN,"United States",America/Chicago,36.135364,-89.111653
38390,Yuma,TN,"United States",America/Chicago,35.843868,-88.36661
38391,Denmark,TN,"United States",America/Chicago,35.560669,-89.00984
38392,Mercer,TN,"United States",America/Chicago,35.468337,-89.04069
38393,Chewalla,TN,"United States",America/Chicago,34.99687,-88.645577
38401,Columbia,TN,"United States",America/Chicago,35.619784,-87.03565
38402,Columbia,TN,"United States",America/Chicago,35.629413,-87.068172
38425,Clifton,TN,"United States",America/Chicago,35.401188,-87.97188
38449,Ardmore,TN,"United States",America/Chicago,35.043961,-86.84324
38450,Collinwood,TN,"United States",America/Chicago,35.187869,-87.77263
38451,Culleoka,TN,"United States",America/Chicago,35.474034,-86.98993
38452,"Cypress Inn",TN,"United States",America/Chicago,35.066147,-87.80171
38453,Dellrose,TN,"United States",America/Chicago,35.128317,-86.81188
38454,"Duck River",TN,"United States",America/Chicago,35.727189,-87.31927
38455,Elkton,TN,"United States",America/Chicago,35.05392,-86.895305
38456,Ethridge,TN,"United States",America/Chicago,35.336135,-87.26409
38457,"Five Points",TN,"United States",America/Chicago,35.025423,-87.29104
38459,Frankewing,TN,"United States",America/Chicago,35.188143,-86.81014
38460,Goodspring,TN,"United States",America/Chicago,35.08957,-87.16259
38461,Hampshire,TN,"United States",America/Chicago,35.606697,-87.33058
38462,Hohenwald,TN,"United States",America/Chicago,35.535397,-87.54905
38463,"Iron City",TN,"United States",America/Chicago,35.069017,-87.62171
38464,Lawrenceburg,TN,"United States",America/Chicago,35.259613,-87.37522
38468,Leoma,TN,"United States",America/Chicago,35.135003,-87.29218
38469,Loretto,TN,"United States",America/Chicago,35.071804,-87.41974
38471,Lutts,TN,"United States",America/Chicago,35.083644,-87.91309
38472,Lynnville,TN,"United States",America/Chicago,35.376463,-87.04478
38473,"Minor Hill",TN,"United States",America/Chicago,35.026969,-87.16763
38474,"Mount Pleasant",TN,"United States",America/Chicago,35.52478,-87.22342
38475,Olivehill,TN,"United States",America/Chicago,35.270793,-88.01666
38476,"Primm Springs",TN,"United States",America/Chicago,35.839045,-87.2243
38477,Prospect,TN,"United States",America/Chicago,35.040578,-86.98456
38478,Pulaski,TN,"United States",America/Chicago,35.204983,-87.01246
38481,"St. Joseph",TN,"United States",America/Chicago,35.03492,-87.50215
38482,"Santa Fe",TN,"United States",America/Chicago,35.77692,-87.1517
38483,Summertown,TN,"United States",America/Chicago,35.43506,-87.33748
38485,Waynesboro,TN,"United States",America/Chicago,35.343716,-87.75739
38486,Westpoint,TN,"United States",America/Chicago,35.164749,-87.54145
38487,Williamsport,TN,"United States",America/Chicago,35.734499,-87.21926
38488,Taft,TN,"United States",America/Chicago,35.045279,-86.69047
38501,Cookeville,TN,"United States",America/Chicago,36.1832,-85.52054
38502,Cookeville,TN,"United States",America/Chicago,36.141824,-85.454779
38503,Cookeville,TN,"United States",America/Chicago,36.141824,-85.454779
38504,Allardt,TN,"United States",America/Chicago,36.392571,-84.73614
38505,Cookeville,TN,"United States",America/Chicago,36.141824,-85.454779
38506,Cookeville,TN,"United States",America/Chicago,36.177831,-85.46238
38541,Allons,TN,"United States",America/Chicago,36.525275,-85.36148
38542,Allred,TN,"United States",America/Chicago,36.323957,-85.20787
38543,Alpine,TN,"United States",America/Chicago,36.400338,-85.16208
38544,Baxter,TN,"United States",America/Chicago,36.127733,-85.64636
38545,"Bloomington Springs",TN,"United States",America/Chicago,36.228911,-85.66854
38547,"Brush Creek",TN,"United States",America/Chicago,36.141741,-86.00868
38548,"Buffalo Valley",TN,"United States",America/Chicago,36.163234,-85.78987
38549,Byrdstown,TN,"United States",America/Chicago,36.572543,-85.15007
38550,Campaign,TN,"United States",America/Chicago,35.773417,-85.619169
38551,Celina,TN,"United States",America/Chicago,36.547412,-85.48904
38552,"Chestnut Mound",TN,"United States",America/Chicago,36.214724,-85.79907
38553,Clarkrange,TN,"United States",America/Chicago,36.209271,-85.00757
38554,Crawford,TN,"United States",America/Chicago,36.26742,-85.16204
38555,Crossville,TN,"United States",America/Chicago,35.929314,-85.05926
38556,Jamestown,TN,"United States",America/Chicago,36.409385,-84.93393
38557,Crossville,TN,"United States",America/Chicago,35.988457,-85.012389
38558,Crossville,TN,"United States",America/Chicago,36.008521,-84.91132
38559,Doyle,TN,"United States",America/Chicago,35.833271,-85.51921
38560,Elmwood,TN,"United States",America/Chicago,36.236398,-85.88908
38562,Gainesboro,TN,"United States",America/Chicago,36.351803,-85.65757
38563,Gordonsville,TN,"United States",America/Chicago,36.182334,-85.9832
38564,Granville,TN,"United States",America/Chicago,36.259907,-85.7555
38565,Grimsley,TN,"United States",America/Chicago,36.260904,-84.99517
38567,Hickman,TN,"United States",America/Chicago,36.140473,-85.91072
38568,Hilham,TN,"United States",America/Chicago,36.414282,-85.45701
38569,Lancaster,TN,"United States",America/Chicago,36.104271,-85.84696
38570,Livingston,TN,"United States",America/Chicago,36.376289,-85.32585
38571,Crossville,TN,"United States",America/Chicago,36.04347,-85.094842
38572,Crossville,TN,"United States",America/Chicago,35.861811,-85.0902
38573,Monroe,TN,"United States",America/Chicago,36.480151,-85.20656
38574,Monterey,TN,"United States",America/Chicago,36.133983,-85.23805
38575,Moss,TN,"United States",America/Chicago,36.555932,-85.65072
38577,"Pall Mall",TN,"United States",America/Chicago,36.571669,-84.99647
38578,"Pleasant Hill",TN,"United States",America/Chicago,36.007405,-85.162272
38579,Quebeck,TN,"United States",America/Chicago,35.817417,-85.55772
38580,Rickman,TN,"United States",America/Chicago,36.270655,-85.32525
38581,"Rock Island",TN,"United States",America/Chicago,35.751554,-85.63943
38582,"Silver Point",TN,"United States",America/Chicago,36.09651,-85.74373
38583,Sparta,TN,"United States",America/Chicago,35.943026,-85.45113
38585,Spencer,TN,"United States",America/Chicago,35.69653,-85.41146
38587,Walling,TN,"United States",America/Chicago,35.869657,-85.61165
38588,Whitleyville,TN,"United States",America/Chicago,36.456113,-85.72381
38589,Wilder,TN,"United States",America/Chicago,36.29017,-85.08484
38601,Abbeville,MS,"United States",America/Chicago,34.489297,-89.47412
38602,Arkabutla,MS,"United States",America/Chicago,34.686272,-90.106756
38603,Ashland,MS,"United States",America/Chicago,34.839417,-89.15818
38606,Batesville,MS,"United States",America/Chicago,34.309659,-89.963
38609,Belen,MS,"United States",America/Chicago,34.275423,-90.37392
38610,"Blue Mountain",MS,"United States",America/Chicago,34.659973,-89.02625
38611,Byhalia,MS,"United States",America/Chicago,34.862416,-89.68014
38614,Clarksdale,MS,"United States",America/Chicago,34.196126,-90.59442
38617,Coahoma,MS,"United States",America/Chicago,34.362729,-90.5035
38618,Coldwater,MS,"United States",America/Chicago,34.699588,-89.95004
38619,Como,MS,"United States",America/Chicago,34.514853,-89.88781
38620,Courtland,MS,"United States",America/Chicago,34.236973,-89.91568
38621,Crenshaw,MS,"United States",America/Chicago,34.45965,-90.17154
38622,Crowder,MS,"United States",America/Chicago,34.172051,-90.13765
38623,Darling,MS,"United States",America/Chicago,34.360101,-90.2717
38625,Dumas,MS,"United States",America/Chicago,34.597573,-88.83252
38626,Dundee,MS,"United States",America/Chicago,34.48647,-90.45124
38627,Etta,MS,"United States",America/Chicago,34.425389,-89.20431
38628,Falcon,MS,"United States",America/Chicago,34.291611,-90.292717
38629,Falkner,MS,"United States",America/Chicago,34.879287,-88.99516
38630,Farrell,MS,"United States",America/Chicago,34.22795,-90.63213
38631,"Friars Point",MS,"United States",America/Chicago,34.365436,-90.634
38632,Hernando,MS,"United States",America/Chicago,34.811777,-90.01917
38633,"Hickory Flat",MS,"United States",America/Chicago,34.628795,-89.20147
38634,"Holly Springs",MS,"United States",America/Chicago,34.74504,-89.484963
38635,"Holly Springs",MS,"United States",America/Chicago,34.762615,-89.46092
38637,"Horn Lake",MS,"United States",America/Chicago,34.959171,-90.04093
38638,Independence,MS,"United States",America/Chicago,34.695853,-89.828798
38639,Jonestown,MS,"United States",America/Chicago,34.31465,-90.44966
38641,"Lake Cormorant",MS,"United States",America/Chicago,34.904881,-90.19353
38642,Lamar,MS,"United States",America/Chicago,34.926974,-89.33214
38643,Lambert,MS,"United States",America/Chicago,34.179708,-90.27846
38644,Lula,MS,"United States",America/Chicago,34.449792,-90.47061
38645,Lyon,MS,"United States",America/Chicago,34.237759,-90.48669
38646,Marks,MS,"United States",America/Chicago,34.261893,-90.27443
38647,"Michigan City",MS,"United States",America/Chicago,34.975571,-89.25982
38649,"Mount Pleasant",MS,"United States",America/Chicago,34.962714,-89.54023
38650,Myrtle,MS,"United States",America/Chicago,34.536153,-89.13829
38651,Nesbit,MS,"United States",America/Chicago,34.893254,-89.97629
38652,"New Albany",MS,"United States",America/Chicago,34.489085,-88.99973
38654,"Olive Branch",MS,"United States",America/Chicago,34.954106,-89.83743
38655,Oxford,MS,"United States",America/Chicago,34.345016,-89.50735
38658,Pope,MS,"United States",America/Chicago,34.181071,-89.90638
38659,"Potts Camp",MS,"United States",America/Chicago,34.643828,-89.33776
38661,"Red Banks",MS,"United States",America/Chicago,34.878143,-89.57295
38663,Ripley,MS,"United States",America/Chicago,34.739023,-88.92629
38664,Robinsonville,MS,"United States",America/Chicago,34.818548,-90.29479
38665,Sarah,MS,"United States",America/Chicago,34.578092,-90.1805
38666,Sardis,MS,"United States",America/Chicago,34.418338,-89.90517
38668,Senatobia,MS,"United States",America/Chicago,34.607602,-89.94635
38669,Sherard,MS,"United States",America/Chicago,34.18658,-90.71753
38670,Sledge,MS,"United States",America/Chicago,34.417393,-90.27615
38671,Southaven,MS,"United States",America/Chicago,34.96848,-89.99793
38672,Southaven,MS,"United States",America/Chicago,34.943945,-89.92279
38673,Taylor,MS,"United States",America/Chicago,34.279282,-89.601
38674,Tiplersville,MS,"United States",America/Chicago,34.884396,-88.89784
38675,Tula,MS,"United States",America/Chicago,34.358201,-89.483865
38676,Tunica,MS,"United States",America/Chicago,34.687733,-90.36723
38677,University,MS,"United States",America/Chicago,34.366302,-89.53721
38679,Victoria,MS,"United States",America/Chicago,34.870804,-89.64082
38680,Walls,MS,"United States",America/Chicago,34.961576,-90.12315
38683,Walnut,MS,"United States",America/Chicago,34.937606,-88.85572
38685,Waterford,MS,"United States",America/Chicago,34.549354,-89.61445
38686,Walls,MS,"United States",America/Chicago,34.875277,-89.991991
38701,Greenville,MS,"United States",America/Chicago,33.380388,-91.05187
38702,Greenville,MS,"United States",America/Chicago,33.425792,-90.994597
38703,Greenville,MS,"United States",America/Chicago,33.442801,-91.02984
38704,Greenville,MS,"United States",America/Chicago,33.253401,-90.918503
38720,Alligator,MS,"United States",America/Chicago,34.127564,-90.73281
38721,Anguilla,MS,"United States",America/Chicago,32.977692,-90.79251
38722,Arcola,MS,"United States",America/Chicago,33.260748,-90.85022
38723,Avon,MS,"United States",America/Chicago,33.229713,-91.04781
38725,Benoit,MS,"United States",America/Chicago,33.628285,-91.0273
38726,Beulah,MS,"United States",America/Chicago,33.780092,-90.9791
38730,Boyle,MS,"United States",America/Chicago,33.701986,-90.76402
38731,Chatham,MS,"United States",America/Chicago,33.085379,-91.088255
38732,Cleveland,MS,"United States",America/Chicago,33.749149,-90.71329
38733,Cleveland,MS,"United States",America/Chicago,33.624024,-90.819547
38736,Doddsville,MS,"United States",America/Chicago,33.65327,-90.49849
38737,Drew,MS,"United States",America/Chicago,33.865068,-90.52395
38738,Parchman,MS,"United States",America/Chicago,33.922146,-90.54366
38739,Dublin,MS,"United States",America/Chicago,34.060111,-90.50275
38740,Duncan,MS,"United States",America/Chicago,34.033462,-90.78544
38744,"Glen Allan",MS,"United States",America/Chicago,33.028345,-91.05179
38745,Grace,MS,"United States",America/Chicago,32.984306,-90.94339
38746,Gunnison,MS,"United States",America/Chicago,34.036412,-90.87715
38748,Hollandale,MS,"United States",America/Chicago,33.145438,-90.85634
38749,"Holly Ridge",MS,"United States",America/Chicago,33.628715,-90.607457
38751,Indianola,MS,"United States",America/Chicago,33.45139,-90.65824
38753,Inverness,MS,"United States",America/Chicago,33.344368,-90.58537
38754,Isola,MS,"United States",America/Chicago,33.231628,-90.58586
38756,Leland,MS,"United States",America/Chicago,33.407212,-90.87866
38758,Mattson,MS,"United States",America/Chicago,34.095627,-90.51041
38759,Merigold,MS,"United States",America/Chicago,33.822471,-90.72406
38760,Metcalfe,MS,"United States",America/Chicago,33.454082,-90.99667
38761,Moorhead,MS,"United States",America/Chicago,33.44504,-90.49719
38762,"Mound Bayou",MS,"United States",America/Chicago,33.887043,-90.73549
38764,Pace,MS,"United States",America/Chicago,33.796844,-90.85561
38765,"Panther Burn",MS,"United States",America/Chicago,33.063312,-90.88093
38767,"Rena Lara",MS,"United States",America/Chicago,34.13452,-90.7836
38768,Rome,MS,"United States",America/Chicago,33.965488,-90.52646
38769,Rosedale,MS,"United States",America/Chicago,33.850803,-90.9695
38771,Ruleville,MS,"United States",America/Chicago,33.732774,-90.53427
38772,Scott,MS,"United States",America/Chicago,33.569415,-91.0742
38773,Shaw,MS,"United States",America/Chicago,33.613093,-90.77527
38774,Shelby,MS,"United States",America/Chicago,33.947701,-90.76417
38776,Stoneville,MS,"United States",America/Chicago,33.409614,-90.910404
38778,Sunflower,MS,"United States",America/Chicago,33.555234,-90.51367
38780,Wayside,MS,"United States",America/Chicago,33.272695,-90.995399
38781,Winstonville,MS,"United States",America/Chicago,33.887774,-90.737149
38782,Winterville,MS,"United States",America/Chicago,33.269118,-90.957291
